Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Scientist,Full-Time,Mid,Intermediate,107000,British Pound Sterling,United Kingdom,131752,United Kingdom,Medium,2022
Data Quality Analyst,Full-Time,Senior,Expert,82000,United States Dollar,United States of America,82000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,82000,United States Dollar,United States of America,82000,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,82000,United States Dollar,United States of America,82000,United States,Large,2022
Data Analyst,Full-Time,Senior,Expert,81900,United States Dollar,United States of America,81900,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,81800,United States Dollar,United States of America,81800,United States,Medium,2023
Applied Machine Learning Scientist,Full-Time,Senior,Expert,73400,Euro,United Kingdom,77119,France,Large,2022
Data Scientist,Full-Time,Entry,Junior,49500,Euro,Belgium,52008,Belgium,Small,2022
Applied Machine Learning Scientist,Freelance,Mid,Intermediate,2400000,Indian Rupee,India,30523,India,Small,2022
Data Analyst,Full-Time,Senior,Expert,81666,United States Dollar,United States of America,81666,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,81666,United States Dollar,United States of America,81666,United States,Medium,2022
BI Developer,Full-Time,Mid,Intermediate,81500,United States Dollar,United States of America,81500,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,81500,United States Dollar,United States of America,81500,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,81500,United States Dollar,United States of America,81500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,81500,United States Dollar,United States of America,81500,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,81500,United States Dollar,United States of America,81500,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,81500,United States Dollar,United States of America,81500,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,Expert,81000,United States Dollar,United States of America,81000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Entry,Junior,81000,United States Dollar,United States of America,81000,United States,Small,2021
Machine Learning Engineer,Full-Time,Entry,Junior,30000,United States Dollar,United Kingdom,30000,United Kingdom,Large,2022
Data Analyst,Full-Time,Entry,Junior,27000,Euro,France,28368,France,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,74000,British Pound Sterling,United Kingdom,91118,United Kingdom,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,58000,Euro,Germany,60938,Germany,Small,2022
Data Manager,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,65000,British Pound Sterling,United Kingdom,80036,United Kingdom,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Machine Learning Scientist,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,Canada,Small,2022
Data Lead,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Analyst,Full-Time,Executive,Director,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,110000,British Pound Sterling,United Kingdom,135446,United Kingdom,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,85000,British Pound Sterling,United Kingdom,104663,United Kingdom,Medium,2022
Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,25000,United States Dollar,Turkey,25000,Turkey,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,90000,Singapore Dollar,Singapore,65257,Singapore,Medium,2022
Data Quality Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Small,2023
Data Engineer,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Large,2022
Machine Learning Scientist,Full-Time,Mid,Intermediate,22800,United States Dollar,Egypt,22800,Egypt,Medium,2022
Data Analyst,Full-Time,Entry,Junior,20000,Euro,Portugal,22809,Portugal,Medium,2020
Data Analyst,Full-Time,Entry,Junior,15000,United States Dollar,Indonesia,15000,Indonesia,Large,2022
Data Science Manager,Full-Time,Senior,Expert,193000,Australian Dollar,Australia,133766,Australia,Large,2022
Data Scientist,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Medium,2022
Data Scientist,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2022
Data Engineer,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Large,2022
Data Scientist,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,United States,Medium,2022
Data Scientist,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Medium,2021
Data Engineer,Full-Time,Mid,Intermediate,62500,Euro,Germany,65666,Germany,Small,2022
Data Engineer,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Large,2021
Machine Learning Engineer,Full-Time,Mid,Intermediate,95000,British Pound Sterling,United Kingdom,116976,United Kingdom,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,75000,British Pound Sterling,United Kingdom,92350,United Kingdom,Medium,2022
Data Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States of America,80000,Bulgaria,Small,2021
Data Analyst,Full-Time,Entry,Junior,80000,United States Dollar,United States of America,80000,United States,Medium,2021
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States of America,80000,United States,Large,2021
Data Scientist,Full-Time,Entry,Junior,43200,Euro,Germany,49268,Germany,Small,2020
Business Intelligence Engineer,Full-Time,Senior,Expert,79600,United States Dollar,United States of America,79600,United States,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,79350,United States Dollar,United States of America,79350,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,79000,United States Dollar,United States of America,79000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,80000,Euro,Germany,84053,France,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,79000,United States Dollar,United States of America,79000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,79000,United States Dollar,United States of America,79000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,78400,United States Dollar,United States of America,78400,United States,Large,2023
ETL Developer,Full-Time,Mid,Intermediate,50000,Euro,Greece,52533,Greece,Medium,2022
Lead Data Engineer,Full-Time,Executive,Director,150000,Canadian Dollar,Canada,115222,Canada,Small,2022
Business Data Analyst,Full-Time,Senior,Expert,78000,United States Dollar,United States of America,78000,United States,Large,2023
Data Engineer,Full-Time,Mid,Intermediate,78000,United States Dollar,United States of America,78000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,78000,United States Dollar,United States of America,78000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,78000,United States Dollar,United States of America,78000,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,78000,United States Dollar,United States of America,78000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,78000,United States Dollar,United States of America,78000,United States,Medium,2023
Head of Machine Learning,Full-Time,Executive,Director,6000000,Indian Rupee,India,76309,India,Large,2022
Machine Learning Engineer,Full-Time,Entry,Junior,28500,British Pound Sterling,United Kingdom,35093,United Kingdom,Large,2022
Data Analyst,Full-Time,Senior,Expert,78000,United States Dollar,United States of America,78000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,78000,United States Dollar,United States of America,78000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,30000,British Pound Sterling,United Kingdom,36940,United Kingdom,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,40000,Euro,Spain,42026,Spain,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,30000,Euro,Spain,31520,Spain,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,40000,Euro,Greece,42026,Greece,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,30000,Euro,Greece,31520,Greece,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,78000,United States Dollar,United States of America,78000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,60000,Euro,Spain,63040,Spain,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,45000,Euro,Spain,47280,Spain,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,77900,United States Dollar,United States of America,77900,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,35000,British Pound Sterling,United Kingdom,43096,United Kingdom,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,60000,Euro,Greece,63040,Greece,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,45000,Euro,Greece,47280,Greece,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,55410,United Kingdom,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,43200,Euro,Italy,51064,Italy,Large,2021
Data Science Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Mexico,60000,Argentina,Large,2022
Data Manager,Full-Time,Entry,Junior,77300,United States Dollar,United States of America,77300,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,76000,United States Dollar,United States of America,76000,United States,Medium,2023
BI Analyst,Full-Time,Entry,Junior,76000,United States Dollar,United States of America,76000,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,75000,United States Dollar,United States of America,75000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,75000,United States Dollar,United States of America,75000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,75000,United States Dollar,United States of America,75000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,75000,United States Dollar,United States of America,75000,United States,Medium,2023
BI Analyst,Full-Time,Senior,Expert,75000,United States Dollar,United States of America,75000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,75000,United States Dollar,United States of America,75000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,30000,British Pound Sterling,United Kingdom,36940,United Kingdom,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,United States,Medium,2022
Financial Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,United States,Medium,2022
Applied Machine Learning Scientist,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,"Bolivia, Plurinational State of",Medium,2022
Applied Machine Learning Scientist,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,"Bolivia, Plurinational State of",Large,2022
Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,United States of America,75000,United States,Large,2021
Data Scientist,Full-Time,Entry,Junior,74540,United States Dollar,United States of America,74540,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,74540,United States Dollar,United States of America,74540,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,74400,United States Dollar,United States of America,74400,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,74178,United States Dollar,United States of America,74178,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,73900,United States Dollar,United States of America,73900,United States,Medium,2023
Data Manager,Full-Time,Mid,Intermediate,73500,United States Dollar,United States of America,73500,United States,Medium,2023
Data Strategist,Full-Time,Mid,Intermediate,73500,United States Dollar,United States of America,73500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,73500,United States Dollar,United States of America,73500,United States,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,73000,United States Dollar,United States of America,73000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,90000,British Pound Sterling,United Kingdom,110820,United Kingdom,Medium,2022
Data Scientist,Full-Time,Senior,Expert,80000,British Pound Sterling,United Kingdom,98506,United Kingdom,Medium,2022
Data Engineer,Full-Time,Entry,Junior,35000,British Pound Sterling,United Kingdom,43096,United Kingdom,Medium,2022
Data Scientist,Full-Time,Entry,Junior,73000,United States Dollar,United States of America,73000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,73000,United States Dollar,United States of America,73000,United States,Large,2021
Data Engineer,Full-Time,Entry,Junior,72500,United States Dollar,United States of America,72500,United States,Large,2021
Data Scientist,Full-Time,Mid,Intermediate,72409,United States Dollar,United States of America,72409,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,72250,United States Dollar,United States of America,72250,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,Expert,72200,United States Dollar,United States of America,72200,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,60000,British Pound Sterling,United Kingdom,73880,United Kingdom,Medium,2022
Data Specialist,Full-Time,Senior,Expert,72000,United States Dollar,United States of America,72000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,United States of America,72000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,192400,United States Dollar,Canada,192400,Canada,Medium,2022
Data Architect,Full-Time,Senior,Expert,90700,United States Dollar,Canada,90700,Canada,Medium,2022
Data Analyst,Full-Time,Senior,Expert,130000,United States Dollar,Canada,130000,Canada,Medium,2022
Data Analyst,Full-Time,Senior,Expert,61300,United States Dollar,Canada,61300,Canada,Medium,2022
Data Analyst,Full-Time,Senior,Expert,72000,United States Dollar,United States of America,72000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,72000,United States Dollar,United States of America,72000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,72000,United States Dollar,United States of America,72000,United States,Large,2023
Data Analyst,Full-Time,Entry,Junior,72000,United States Dollar,United States of America,72000,United States,Large,2020
Data Engineer,Full-Time,Executive,Director,71908,United States Dollar,United States of America,71908,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,71908,United States Dollar,United States of America,71908,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,71907,United States Dollar,United States of America,71907,United States,Medium,2023
Data Specialist,Full-Time,Senior,Expert,71500,United States Dollar,United States of America,71500,United States,Medium,2023
Research Analyst,Full-Time,Senior,Expert,70960,United States Dollar,United States of America,70960,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,70500,United States Dollar,United States of America,70500,United States,Medium,2022
Data Manager,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Analyst,Full-Time,Executive,Director,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Specialist,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Quality Analyst,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
BI Data Analyst,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,Egypt,Medium,2023
Data Analyst,Full-Time,Entry,Junior,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Science Consultant,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,85000,United States Dollar,Canada,85000,Canada,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,Canada,75000,Canada,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,70000,United States Dollar,United States of America,70000,United States,Medium,2022
Data Specialist,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2022
Data Operations Engineer,Full-Time,Senior,Expert,70000,United States Dollar,United States of America,70000,United States,Medium,2022
Big Data Engineer,Full-Time,Entry,Junior,70000,United States Dollar,United States of America,70000,United States,Large,2020
Computer Vision Software Engineer,Full-Time,Entry,Junior,70000,United States Dollar,United States of America,70000,United States,Medium,2021
Data Analyst,Full-Time,Entry,Junior,69525,United States Dollar,United States of America,69525,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,35000,British Pound Sterling,United Kingdom,43096,United Kingdom,Medium,2022
Data Integration Specialist,Full-Time,Entry,Junior,69500,United States Dollar,United States of America,69500,United States,Medium,2023
Data Developer,Full-Time,Mid,Intermediate,69139,United States Dollar,United States of America,69139,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,69000,United States Dollar,United States of America,69000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,69000,United States Dollar,United States of America,69000,United States,Medium,2022
Data Analyst,Full-Time,Entry,Junior,67000,United States Dollar,Canada,67000,Canada,Medium,2022
Data Analyst,Full-Time,Entry,Junior,52000,United States Dollar,Canada,52000,Canada,Medium,2022
Data Engineer,Full-Time,Senior,Expert,68637,United States Dollar,United States of America,68637,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,68550,United States Dollar,United States of America,68550,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,60000,Euro,United States of America,68428,Greece,Large,2020
Data Analyst,Full-Time,Senior,Expert,68400,United States Dollar,United States of America,68400,United States,Medium,2022
Data Manager,Full-Time,Senior,Expert,68000,United States Dollar,United States of America,68000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,68000,United States Dollar,United States of America,68000,United States,Medium,2023
Lead Data Analyst,Full-Time,Mid,Intermediate,68000,United States Dollar,United States of America,68000,United States,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,140000,British Pound Sterling,United Kingdom,172386,United Kingdom,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86193,United Kingdom,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,67500,United States Dollar,United States of America,67500,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,67500,United States Dollar,United States of America,67500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United Arab Emirates,120000,United Arab Emirates,Small,2022
Machine Learning Engineer,Full-Time,Senior,Expert,65000,United States Dollar,United Arab Emirates,65000,United Arab Emirates,Small,2022
Business Intelligence Developer,Full-Time,Senior,Expert,67000,United States Dollar,United States of America,67000,United States,Medium,2023
Business Intelligence Developer,Full-Time,Senior,Expert,66825,United States Dollar,United States of America,66825,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,66100,United States Dollar,United States of America,66100,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,66000,United States Dollar,United States of America,66000,United States,Medium,2023
Machine Learning Developer,Full-Time,Mid,Intermediate,100000,Canadian Dollar,Canada,76814,Canada,Medium,2022
Machine Learning Manager,Full-Time,Senior,Expert,157000,Canadian Dollar,Canada,117104,Canada,Large,2020
Director of Data Science,Full-Time,Executive,Director,250000,Canadian Dollar,Canada,192037,Canada,Large,2022
Data Engineer,Full-Time,Senior,Expert,66000,United States Dollar,United States of America,66000,United States,Medium,2023
Business Data Analyst,Full-Time,Mid,Intermediate,1400000,Indian Rupee,India,17805,India,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,2400000,Indian Rupee,India,30523,India,Large,2022
Machine Learning Infrastructure Engineer,Full-Time,Mid,Intermediate,53000,Euro,Portugal,55685,Portugal,Large,2022
Data Engineer,Part-Time,Mid,Intermediate,50000,Euro,Germany,52533,Germany,Large,2022
Data Scientist,Full-Time,Entry,Junior,1400000,Indian Rupee,India,17805,India,Medium,2022
Data Architect,Full-Time,Senior,Expert,66000,United States Dollar,United States of America,66000,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,Expert,66000,United States Dollar,United States of America,66000,United States,Medium,2022
Business Data Analyst,Full-Time,Mid,Intermediate,90000,Canadian Dollar,Canada,69133,Canada,Large,2022
Business Intelligence Engineer,Full-Time,Mid,Intermediate,65800,United States Dollar,United States of America,65800,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,Expert,65000,Euro,Ireland,68293,Ireland,Small,2022
Data Engineer,Full-Time,Senior,Expert,65488,United States Dollar,United States of America,65488,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,88000,Canadian Dollar,Canada,67597,Canada,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,20000,United States Dollar,Greece,20000,Greece,Small,2022
Head of Data,Full-Time,Senior,Expert,87000,Euro,Slovenia,102839,Slovenia,Large,2021
Data Operations Analyst,Full-Time,Mid,Intermediate,65100,United States Dollar,United States of America,65100,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,66500,Canadian Dollar,Canada,51081,Canada,Large,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,121000,Australian Dollar,Australia,83864,Australia,Large,2022
Data Scientist,Full-Time,Entry,Junior,40000,United States Dollar,Malaysia,40000,Japan,Large,2022
Head of Data,Full-Time,Mid,Intermediate,30000,Euro,Estonia,31520,Estonia,Small,2022
Machine Learning Engineer,Full-Time,Senior,Expert,57000,Euro,Netherlands,59888,Netherlands,Large,2022
Data Engineer,Full-Time,Entry,Junior,48000,Euro,Germany,54742,Pakistan,Large,2020
Research Scientist,Full-Time,Senior,Expert,85000,Euro,France,89306,France,Large,2022
Data Scientist,Full-Time,Entry,Junior,120000,Australian Dollar,Australia,83171,Australia,Medium,2022
Data Analyst,Full-Time,Senior,Expert,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Strategist,Full-Time,Mid,Intermediate,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Machine Learning Developer,Full-Time,Senior,Expert,100000,Canadian Dollar,Canada,76814,Canada,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,150000,Polish Zloty,Poland,33609,Poland,Large,2022
Principal Data Analyst,Full-Time,Mid,Intermediate,75000,United States Dollar,Canada,75000,Canada,Small,2022
Product Data Analyst,Full-Time,Mid,Intermediate,20000,United States Dollar,Honduras,20000,Honduras,Small,2020
Applied Machine Learning Scientist,Contract,Entry,Junior,29000,Euro,Czechia,30469,Tunisia,Medium,2022
Research Scientist,Full-Time,Mid,Intermediate,69999,United States Dollar,Czechia,69999,Czechia,Large,2021
Data Engineer,Full-Time,Entry,Junior,52800,Euro,Germany,55475,Pakistan,Medium,2022
Research Scientist,Full-Time,Mid,Intermediate,59000,Euro,Austria,61989,Austria,Large,2022
Data Analyst,Full-Time,Mid,Intermediate,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,Expert,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Research Analyst,Full-Time,Entry,Junior,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Operations Specialist,Full-Time,Mid,Intermediate,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,65000,United States Dollar,United States of America,65000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,65000,United States Dollar,United States of America,65000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,65000,United States Dollar,United States of America,65000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,115000,Swiss Franc,Switzerland,120402,Switzerland,Large,2022
Data Analyst,Full-Time,Senior,Expert,65000,United States Dollar,United States of America,65000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,62000,Euro,France,65141,France,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,65000,United States Dollar,United States of America,65000,United States,Medium,2022
Data Analytics Engineer,Full-Time,Entry,Junior,20000,United States Dollar,Pakistan,20000,Pakistan,Medium,2022
Data Engineer,Full-Time,Entry,Junior,65000,United States Dollar,United States of America,65000,United States,Small,2022
ML Engineer,Full-Time,Mid,Intermediate,8500000,Japanese Yen,Japan,77364,Japan,Small,2021
ML Engineer,Full-Time,Mid,Intermediate,7000000,Japanese Yen,Japan,63711,Japan,Small,2021
Computer Vision Software Engineer,Full-Time,Entry,Junior,150000,United States Dollar,Australia,150000,Australia,Small,2022
Data Quality Analyst,Full-Time,Senior,Expert,64980,United States Dollar,United States of America,64980,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,64500,United States Dollar,United States of America,64500,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,64200,United States Dollar,United States of America,64200,United States,Medium,2023
Data Scientist,Part-Time,Entry,Junior,100000,United States Dollar,Algeria,100000,Algeria,Medium,2022
Data Analyst,Full-Time,Senior,Expert,64000,United States Dollar,United States of America,64000,United States,Medium,2023
Principal Data Scientist,Full-Time,Senior,Expert,148000,Euro,Germany,155499,Germany,Medium,2022
Computer Vision Engineer,Full-Time,Senior,Expert,24000,United States Dollar,Brazil,24000,Brazil,Medium,2021
Data Analyst,Full-Time,Entry,Junior,64000,United States Dollar,United States of America,64000,United States,Large,2022
