,Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year,Region
2944,Data Engineer,Full-Time,Senior,Expert,108000,United States Dollar,United States of America,108000,United States,Medium,2023,North America
2945,Data Analyst,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92350,United Kingdom,Medium,2022,Europe
2946,Data Analyst,Full-Time,Senior,Expert,57000,British Pound Sterling,United Kingdom,70186,United Kingdom,Medium,2022,Europe
2947,Data Engineer,Full-Time,Mid,Intermediate,108000,United States Dollar,United States of America,108000,United States,Medium,2023,North America
2948,Data Analyst,Full-Time,Senior,Expert,108000,United States Dollar,United States of America,108000,United States,Medium,2023,North America
2949,Machine Learning Researcher,Full-Time,Mid,Intermediate,137000,Canadian Dollar,Canada,105236,Canada,Large,2022,North America
2950,Machine Learning Engineer,Full-Time,Entry,Junior,108000,United States Dollar,United States of America,108000,United States,Small,2022,North America
2951,Data Scientist,Full-Time,Mid,Intermediate,108000,United States Dollar,United States of America,108000,United States,Large,2022,North America
2952,Analytics Engineer,Full-Time,Mid,Intermediate,108000,United States Dollar,United States of America,108000,United States,Medium,2022,North America
2953,Applied Machine Learning Scientist,Full-Time,Senior,Expert,108000,United States Dollar,United States of America,108000,United States,Large,2022,North America
2954,Data Engineer,Full-Time,Senior,Expert,107900,United States Dollar,United States of America,107900,United States,Medium,2023,North America
2955,Data Analyst,Full-Time,Mid,Intermediate,107500,United States Dollar,United States of America,107500,United States,Medium,2023,North America
2956,Data Analyst,Full-Time,Senior,Expert,107500,United States Dollar,United States of America,107500,United States,Medium,2023,North America
2957,Data Engineer,Full-Time,Senior,Expert,107500,United States Dollar,United States of America,107500,United States,Medium,2023,North America
2958,Data Engineer,Full-Time,Senior,Expert,107250,United States Dollar,United States of America,107250,United States,Medium,2023,North America
2959,Machine Learning Engineer,Full-Time,Senior,Expert,110000,Euro,France,115573,France,Medium,2022,Europe
2960,Machine Learning Engineer,Full-Time,Senior,Expert,70000,Euro,France,73546,France,Medium,2022,Europe
2961,Data Engineer,Full-Time,Senior,Expert,40000,Euro,Spain,42026,Spain,Medium,2022,Europe
2962,Data Engineer,Full-Time,Senior,Expert,107000,United States Dollar,United States of America,107000,United States,Medium,2023,North America
2963,Machine Learning Research Engineer,Full-Time,Entry,Junior,63000,Euro,Germany,66192,Germany,Large,2022,Europe
2964,Data Scientist,Full-Time,Senior,Expert,107000,United States Dollar,United States of America,107000,United States,Medium,2022,North America
2965,Machine Learning Engineer,Full-Time,Senior,Expert,106900,United States Dollar,United States of America,106900,United States,Medium,2023,North America
2966,Data Scientist,Full-Time,Senior,Expert,106800,United States Dollar,United States of America,106800,United States,Medium,2023,North America
2967,Data Engineer,Full-Time,Senior,Expert,106800,United States Dollar,United States of America,106800,United States,Medium,2023,North America
2968,Data Analyst,Full-Time,Senior,Expert,106800,United States Dollar,United States of America,106800,United States,Medium,2023,North America
2969,Data Engineer,Full-Time,Senior,Expert,106800,United States Dollar,United States of America,106800,United States,Medium,2022,North America
2970,Data Scientist,Full-Time,Senior,Expert,106800,United States Dollar,United States of America,106800,United States,Medium,2022,North America
2971,Machine Learning Engineer,Full-Time,Mid,Intermediate,106720,United States Dollar,United States of America,106720,United States,Medium,2023,North America
2972,Data Engineer,Full-Time,Mid,Intermediate,106500,United States Dollar,United States of America,106500,United States,Medium,2023,North America
2973,Business Intelligence Developer,Full-Time,Executive,Director,106500,United States Dollar,United States of America,106500,United States,Medium,2023,North America
2974,BI Developer,Full-Time,Senior,Expert,106500,United States Dollar,United States of America,106500,United States,Medium,2023,North America
2975,Data Architect,Full-Time,Mid,Intermediate,106500,United States Dollar,United States of America,106500,United States,Medium,2023,North America
2976,Data Engineer,Full-Time,Senior,Expert,106500,United States Dollar,United States of America,106500,United States,Medium,2023,North America
2977,Data Science Consultant,Full-Time,Entry,Junior,26000,Euro,Spain,27317,Spain,Large,2022,Europe
2978,Data Engineer,Full-Time,Executive,Director,106500,United States Dollar,United States of America,106500,United States,Medium,2023,North America
2979,Data Engineer,Full-Time,Senior,Expert,106500,United States Dollar,United States of America,106500,United States,Medium,2022,North America
2980,Data Analyst,Full-Time,Senior,Expert,106400,United States Dollar,United States of America,106400,United States,Medium,2023,North America
2981,Data Analyst,Full-Time,Mid,Intermediate,106260,United States Dollar,United States of America,106260,United States,Medium,2022,North America
2982,Data Analyst,Full-Time,Senior,Expert,106260,United States Dollar,United States of America,106260,United States,Medium,2022,North America
2983,Deep Learning Engineer,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86193,United Kingdom,Medium,2022,Europe
2984,Deep Learning Engineer,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022,Europe
2985,Data Scientist,Full-Time,Mid,Intermediate,106250,United States Dollar,United States of America,106250,United States,Medium,2023,North America
2986,Data Analyst,Full-Time,Senior,Expert,106020,United States Dollar,United States of America,106020,United States,Medium,2023,North America
2987,Data Analyst,Full-Time,Senior,Expert,106000,United States Dollar,United States of America,106000,United States,Medium,2023,North America
2988,Machine Learning Engineer,Freelance,Entry,Junior,100000,United States Dollar,Iran,100000,"Iran, Islamic Republic of",Medium,2022,Middle East
2989,BI Data Analyst,Full-Time,Mid,Intermediate,100000,Euro,France,105066,France,Medium,2022,Europe
2990,Analytics Engineer,Full-Time,Mid,Intermediate,85000,British Pound Sterling,United Kingdom,104663,United Kingdom,Medium,2022,Europe
2991,Analytics Engineer,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,73880,United Kingdom,Medium,2022,Europe
2992,Analytics Engineer,Full-Time,Senior,Expert,106000,United States Dollar,United States of America,106000,United States,Medium,2023,North America
2993,BI Developer,Full-Time,Senior,Expert,106000,United States Dollar,United States of America,106000,United States,Medium,2023,North America
2994,Data Engineer,Full-Time,Mid,Intermediate,106000,United States Dollar,United States of America,106000,United States,Large,2020,North America
2995,Data Engineer,Full-Time,Senior,Expert,105700,United States Dollar,United States of America,105700,United States,Large,2023,North America
2996,Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,Canada,100000,Canada,Medium,2022,North America
2997,Data Analyst,Full-Time,Mid,Intermediate,65000,United States Dollar,Canada,65000,Canada,Medium,2022,North America
2998,Data Engineer,Full-Time,Senior,Expert,60000,Euro,Portugal,63040,Portugal,Medium,2022,Europe
2999,Data Engineer,Full-Time,Senior,Expert,35000,Euro,Portugal,36773,Portugal,Medium,2022,Europe
3000,Data Engineer,Full-Time,Senior,Expert,105700,United States Dollar,United States of America,105700,United States,Medium,2023,North America
3001,Data Engineer,Full-Time,Senior,Expert,105700,United States Dollar,United States of America,105700,United States,Large,2022,North America
3002,Data Analyst,Full-Time,Senior,Expert,105500,United States Dollar,United States of America,105500,United States,Medium,2023,North America
3003,Data Analyst,Full-Time,Mid,Intermediate,105500,United States Dollar,United States of America,105500,United States,Medium,2023,North America
3004,Data Analytics Manager,Full-Time,Senior,Expert,105400,United States Dollar,United States of America,105400,United States,Medium,2022,North America
3005,Data Analyst,Full-Time,Mid,Intermediate,105380,United States Dollar,United States of America,105380,United States,Medium,2023,North America
3006,Data Analyst,Full-Time,Senior,Expert,105320,United States Dollar,United States of America,105320,United States,Medium,2023,North America
3007,Data Analyst,Full-Time,Mid,Intermediate,105320,United States Dollar,United States of America,105320,United States,Medium,2023,North America
3008,Data Management Specialist,Full-Time,Senior,Expert,65000,Euro,Italy,68293,Italy,Large,2022,Europe
3009,Data Engineer,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3010,Data Modeler,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3011,Research Scientist,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3012,Data Scientist,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3013,Data Engineer,Full-Time,Senior,Expert,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022,Europe
3014,Data Engineer,Full-Time,Senior,Expert,35000,British Pound Sterling,United Kingdom,43096,United Kingdom,Medium,2022,Europe
3015,Data Analyst,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3016,Data Manager,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3017,Data Architect,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2023,North America
3018,Data Engineer,Full-Time,Senior,Expert,105200,United States Dollar,United States of America,105200,United States,Medium,2022,North America
3019,Data Manager,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3020,Data Analyst,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3021,Data Scientist,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3022,Data Scientist,Full-Time,Entry,Junior,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3023,Data Analyst,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Small,2023,North America
3024,BI Developer,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3025,Data Scientist,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3026,Data Engineer,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3027,Data Analyst,Full-Time,Entry,Junior,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3028,Analytics Engineer,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3029,Autonomous Vehicle Technician,Freelance,Mid,Intermediate,45555,United States Dollar,Bahamas,45555,American Samoa,Medium,2021,North America
3030,Machine Learning Engineer,Contract,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Small,2023,North America
3031,Data Engineer,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3032,Data Analyst,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3033,Business Data Analyst,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Large,2023,North America
3034,Data Analytics Specialist,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2023,North America
3035,Data Scientist,Full-Time,Entry,Junior,6600000,Hungarian Forint,Hungary,17684,Hungary,Medium,2022,Europe
3036,Data Engineer,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Medium,2022,North America
3037,Data Engineer,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2022,North America
3038,Data Analyst,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2022,North America
3039,Machine Learning Engineer,Full-Time,Mid,Intermediate,85000,British Pound Sterling,United Kingdom,104663,United Kingdom,Medium,2022,Europe
3040,Machine Learning Engineer,Full-Time,Mid,Intermediate,65000,British Pound Sterling,United Kingdom,80036,United Kingdom,Medium,2022,Europe
3041,Data Operations Engineer,Full-Time,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2022,North America
3042,Data Analyst,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Medium,2022,North America
3043,Data Specialist,Full-Time,Entry,Junior,105000,United States Dollar,United States of America,105000,Chile,Large,2022,North America
3044,Data Scientist,Full-Time,Mid,Intermediate,105000,United States Dollar,United States of America,105000,United States,Large,2020,North America
3045,Machine Learning Engineer,Full-Time,Mid,Intermediate,100000,Swiss Franc,Switzerland,104697,Switzerland,Large,2022,Europe
3046,Machine Learning Developer,Full-Time,Entry,Junior,33000,United States Dollar,Germany,33000,Italy,Small,2022,Europe
3047,Machine Learning Scientist,Full-Time,Entry,Junior,33000,Euro,Germany,34672,Italy,Small,2022,Europe
3048,Staff Data Scientist,Contract,Senior,Expert,105000,United States Dollar,United States of America,105000,United States,Medium,2021,North America
3049,Data Scientist,Full-Time,Entry,Junior,105000,United States Dollar,United States of America,105000,United States,Small,2020,North America
3050,Data Scientist,Full-Time,Senior,Expert,104890,United States Dollar,United States of America,104890,United States,Medium,2022,North America
3051,Data Science Consultant,Full-Time,Senior,Expert,104650,United States Dollar,United States of America,104650,United States,Medium,2023,North America
3052,Data Engineer,Full-Time,Senior,Expert,104650,United States Dollar,United States of America,104650,United States,Medium,2023,North America
3053,Data Scientist,Full-Time,Senior,Expert,104650,United States Dollar,United States of America,104650,United States,Medium,2023,North America
3054,Data Science Manager,Full-Time,Mid,Intermediate,104500,United States Dollar,United States of America,104500,United States,Medium,2023,North America
3055,Business Intelligence Engineer,Full-Time,Senior,Expert,104300,United States Dollar,United States of America,104300,United States,Large,2023,North America
3056,Data Analyst,Full-Time,Senior,Expert,104300,United States Dollar,United States of America,104300,United States,Large,2023,North America
3057,Data Scientist,Full-Time,Senior,Expert,104300,United States Dollar,United States of America,104300,United States,Large,2022,North America
3058,Data Analyst,Full-Time,Senior,Expert,104244,United States Dollar,United States of America,104244,United States,Medium,2023,North America
3059,Data Analyst,Full-Time,Mid,Intermediate,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3060,Data Scientist,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3061,Data Analyst,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3062,Data Analyst,Full-Time,Entry,Junior,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3063,Machine Learning Engineer,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3064,Data Strategist,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3065,Data Engineer,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2023,North America
3066,Data Scientist Lead,Full-Time,Mid,Intermediate,85000,Euro,Austria,89306,Austria,Large,2022,Europe
3067,Data Analyst,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2022,North America
3068,Data Scientist,Full-Time,Senior,Expert,104000,United States Dollar,United States of America,104000,United States,Medium,2022,North America
3069,Data Analyst,Full-Time,Senior,Expert,103200,United States Dollar,United States of America,103200,United States,Medium,2023,North America
3070,Data Analyst,Full-Time,Mid,Intermediate,103200,United States Dollar,United States of America,103200,United States,Medium,2023,North America
3071,Data Science Consultant,Full-Time,Mid,Intermediate,103000,United States Dollar,United States of America,103000,United States,Large,2020,North America
3072,Data Analyst,Full-Time,Mid,Intermediate,102640,United States Dollar,United States of America,102640,United States,Medium,2022,North America
3073,Research Engineer,Full-Time,Senior,Expert,102544,United States Dollar,United States of America,102544,United States,Medium,2023,North America
3074,Data Scientist,Full-Time,Mid,Intermediate,102500,United States Dollar,United States of America,102500,United States,Medium,2023,North America
3075,Data Scientist,Full-Time,Senior,Expert,102500,United States Dollar,United States of America,102500,United States,Medium,2023,North America
3076,Data Analyst,Full-Time,Senior,Expert,102500,United States Dollar,United States of America,102500,United States,Medium,2023,North America
3077,Data Analyst,Full-Time,Senior,Expert,102434,United States Dollar,United States of America,102434,United States,Medium,2023,North America
3078,Data Engineer,Full-Time,Senior,Expert,102100,United States Dollar,United States of America,102100,United States,Medium,2022,North America
3079,Data Architect,Full-Time,Senior,Expert,102100,United States Dollar,United States of America,102100,United States,Medium,2022,North America
3080,Data Analyst,Full-Time,Senior,Expert,102100,United States Dollar,United States of America,102100,United States,Medium,2022,North America
3081,Data Scientist,Full-Time,Mid,Intermediate,102100,United States Dollar,United States of America,102100,United States,Medium,2022,North America
3082,Data Engineer,Full-Time,Entry,Junior,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022,Europe
3083,Data Engineer,Full-Time,Entry,Junior,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022,Europe
3084,Data Engineer,Full-Time,Senior,Expert,102000,United States Dollar,United States of America,102000,United States,Medium,2023,North America
3085,Research Scientist,Full-Time,Mid,Intermediate,102000,United States Dollar,United States of America,102000,United States,Medium,2023,North America
3086,Data Engineer,Full-Time,Mid,Intermediate,102000,United States Dollar,United States of America,102000,United States,Medium,2023,North America
3087,Data Engineer,Full-Time,Senior,Expert,102000,United States Dollar,United States of America,102000,United States,Medium,2022,North America
3088,Data Engineer,Full-Time,Senior,Expert,101570,United States Dollar,United States of America,101570,United States,Medium,2023,North America
3089,Data Scientist,Full-Time,Senior,Expert,101570,United States Dollar,United States of America,101570,United States,Medium,2022,North America
3090,Data Engineer,Full-Time,Senior,Expert,101570,United States Dollar,United States of America,101570,United States,Medium,2022,North America
3091,Data Scientist,Full-Time,Mid,Intermediate,47000,British Pound Sterling,United Kingdom,57872,United Kingdom,Medium,2022,Europe
3092,Data Analyst,Full-Time,Senior,Expert,101500,United States Dollar,United States of America,101500,United States,Medium,2023,North America
3093,Data Scientist,Full-Time,Entry,Junior,38000,Euro,France,39925,France,Large,2022,Europe
3094,Machine Learning Engineer,Full-Time,Senior,Expert,187200,United States Dollar,Canada,187200,Canada,Medium,2022,North America
3095,Machine Learning Engineer,Full-Time,Senior,Expert,116100,United States Dollar,Canada,116100,Canada,Medium,2022,North America
3096,Data Engineer,Full-Time,Senior,Expert,101028,United States Dollar,United States of America,101028,United States,Medium,2023,North America
3097,Data Scientist,Full-Time,Senior,Expert,101000,United States Dollar,United States of America,101000,United States,Medium,2023,North America
3098,Data Analyst,Full-Time,Senior,Expert,100895,United States Dollar,United States of America,100895,United States,Medium,2023,North America
3099,Data Engineer,Full-Time,Senior,Expert,100800,United States Dollar,United States of America,100800,United States,Large,2022,North America
3100,Data Engineer,Full-Time,Senior,Expert,100706,United States Dollar,United States of America,100706,United States,Medium,2023,North America
3101,Analytics Engineer,Full-Time,Senior,Expert,84000,British Pound Sterling,United Kingdom,103432,United Kingdom,Medium,2022,Europe
3102,Analytics Engineer,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92350,United Kingdom,Medium,2022,Europe
3103,Data Analyst,Full-Time,Senior,Expert,100500,United States Dollar,United States of America,100500,United States,Medium,2023,North America
3104,Data Analyst,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3105,Data Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3106,Data Scientist,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3107,Data Scientist,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3108,Data Manager,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3109,Business Intelligence Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3110,Data Modeler,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3111,Data Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3112,Analytics Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3113,Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3114,Research Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3115,Data Architect,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3116,AI Scientist,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,Turkey,Small,2023,North America
3117,Data Science Consultant,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3118,Research Scientist,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3119,Machine Learning Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3120,Cloud Data Engineer,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,Germany,Large,2023,North America
3121,Research Scientist,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3122,Data Quality Analyst,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3123,Data Scientist,Full-Time,Executive,Director,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3124,Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,Uzbekistan,Large,2023,North America
3125,Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3126,Deep Learning Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3127,Data Manager,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3128,BI Developer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3129,BI Developer,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3130,Data Science Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3131,Research Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2023,North America
3132,Data Scientist,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3133,Data Analyst,Full-Time,Senior,Expert,35000,Euro,Spain,36773,Spain,Medium,2022,Europe
3134,Data Scientist,Full-Time,Mid,Intermediate,30000,United States Dollar,Mexico,30000,Mexico,Large,2022,North America
3135,Analytics Engineer,Full-Time,Mid,Intermediate,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022,South America
3136,Analytics Engineer,Full-Time,Mid,Intermediate,48000,United States Dollar,Brazil,48000,Brazil,Medium,2022,South America
3137,Data Engineer,Full-Time,Mid,Intermediate,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022,South America
3138,Data Engineer,Full-Time,Mid,Intermediate,42000,United States Dollar,Brazil,42000,Brazil,Medium,2022,South America
3139,Data Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3140,Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3141,BI Analyst,Full-Time,Mid,Intermediate,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022,South America
3142,BI Analyst,Full-Time,Mid,Intermediate,48000,United States Dollar,Brazil,48000,Brazil,Medium,2022,South America
3143,Product Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3144,Data Scientist,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3145,Analytics Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3146,Data Analyst,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3147,Machine Learning Researcher,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3148,Data Scientist,Full-Time,Mid,Intermediate,84000,United States Dollar,Brazil,84000,Brazil,Medium,2022,South America
3149,Data Scientist,Full-Time,Mid,Intermediate,54000,United States Dollar,Brazil,54000,Brazil,Medium,2022,South America
3150,ML Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3151,Marketing Data Analyst,Full-Time,Senior,Expert,200000,United States Dollar,United Kingdom,200000,United Kingdom,Small,2022,Europe
3152,Data Scientist,Full-Time,Entry,Junior,96000,Canadian Dollar,Canada,73742,Canada,Large,2022,North America
3153,Data Operations Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3154,Data Scientist,Full-Time,Entry,Junior,27000,British Pound Sterling,United Kingdom,33246,United Kingdom,Large,2022,Europe
3155,Data Engineer,Full-Time,Mid,Intermediate,100000,Australian Dollar,Australia,75050,Australia,Large,2021,Oceania
3156,Data Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3157,Analytics Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3158,Data Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Large,2022,North America
3159,Data Engineer,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110820,United Kingdom,Medium,2022,Europe
3160,Data Scientist,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Large,2022,North America
3161,Machine Learning Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Medium,2022,North America
3162,Business Data Analyst,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,United States,Large,2022,North America
3163,Data Scientist,Full-Time,Senior,Expert,100000,United States Dollar,United States of America,100000,Brazil,Medium,2022,North America
3164,Data Scientist,Freelance,Mid,Intermediate,100000,United States Dollar,United States of America,100000,Canada,Medium,2022,North America
3165,Data Scientist,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Small,2021,North America
3166,Financial Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Large,2022,North America
3167,Data Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Large,2021,North America
3168,BI Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,United States of America,100000,United States,Medium,2021,North America
3169,Data Scientist,Full-Time,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Medium,2021,North America
3170,Business Data Analyst,Contract,Entry,Junior,100000,United States Dollar,United States of America,100000,United States,Large,2020,North America
3171,Data Analyst,Full-Time,Senior,Expert,99750,United States Dollar,United States of America,99750,United States,Medium,2022,North America
3172,Data Analyst,Full-Time,Senior,Expert,99450,United States Dollar,United States of America,99450,United States,Medium,2022,North America
3173,Data Scientist,Full-Time,Senior,Expert,99360,United States Dollar,United States of America,99360,United States,Medium,2022,North America
3174,Data Engineer,Full-Time,Senior,Expert,99100,United States Dollar,United States of America,99100,United States,Medium,2022,North America
3175,Data Engineer,Full-Time,Mid,Intermediate,99100,United States Dollar,United States of America,99100,United States,Medium,2022,North America
3176,Data Analyst,Full-Time,Senior,Expert,99050,United States Dollar,United States of America,99050,United States,Medium,2022,North America
3177,Business Intelligence Data Analyst,Full-Time,Entry,Junior,99000,United States Dollar,United States of America,99000,United States,Large,2023,North America
3178,Data Engineer,Full-Time,Senior,Expert,99000,United States Dollar,United States of America,99000,United States,Medium,2022,North America
3179,Data Analyst,Full-Time,Senior,Expert,99000,United States Dollar,United States of America,99000,United States,Medium,2022,North America
3180,Data Analyst,Full-Time,Senior,Expert,98400,United States Dollar,United States of America,98400,United States,Medium,2023,North America
3181,ML Engineer,Full-Time,Mid,Intermediate,98200,United States Dollar,United States of America,98200,United States,Large,2022,North America
3182,Business Intelligence Developer,Full-Time,Senior,Expert,98010,United States Dollar,United States of America,98010,United States,Medium,2023,North America
3183,Data Analyst,Full-Time,Senior,Expert,98000,United States Dollar,United States of America,98000,United States,Medium,2023,North America
3184,Data Manager,Full-Time,Mid,Intermediate,98000,United States Dollar,United States of America,98000,United States,Medium,2022,North America
3185,Big Data Engineer,Full-Time,Senior,Expert,210000,Canadian Dollar,Canada,161311,Canada,Medium,2022,North America
3186,BI Data Analyst,Full-Time,Mid,Intermediate,98000,United States Dollar,United States of America,98000,United States,Medium,2020,North America
3187,Analytics Engineer,Full-Time,Senior,Expert,97750,United States Dollar,United States of America,97750,United States,Medium,2023,North America
